context	payload_bytes	wire	trial	goodput_mbps	pump_mbps	bytes_received	duration_s
cross_arch	64	udp	1	17.1		755652	0.352727
cross_arch	64	tcp	1	48.1	48.89672412232102	60851460	10.111159
cross_arch	64	tls	1	46.4	47.213988034175465	58703108	10.130716
cross_arch	64	ws	1	58.5	60.22372194340108	75433348	10.320052
cross_arch	64	h2	1	60.2	1060.4690634343035	76781764	10.201846
cross_arch	64	h2s	1	60.1	1058.3837342499835	76850692	10.224197
cross_arch	64	webtransport	1	59.2	424.58988188636107	75118084	10.143829
cross_arch	64	udp	2	21.6		1037892	0.383767
cross_arch	64	tcp	2	48.0	48.981548201624165	60895876	10.156911
cross_arch	64	tls	2	47.7	49.98717495583099	62592964	10.487117
cross_arch	64	ws	2	49.1	49.79871746858225	62305604	10.153437
cross_arch	64	h2	2	60.5	1058.636363934091	77336004	10.220390
cross_arch	64	h2s	2	52.6	1071.9618114063885	66693764	10.147660
cross_arch	64	webtransport	2	62.1	400.4002682666711	78782148	10.146644
cross_arch	64	udp	3	36.7		5937860	1.294667
cross_arch	64	tcp	3	65.8	67.02476099548717	83415428	10.148904
cross_arch	64	tls	3	49.6	50.402961832903586	62692804	10.112218
cross_arch	64	ws	3	63.1	64.62100069131871	82920068	10.511378
cross_arch	64	h2	3	55.5	1058.1589195017596	71313668	10.275541
cross_arch	64	h2s	3				
cross_arch	64	webtransport	3	64.7	402.1181306094663	81885188	10.129008
