context	payload_bytes	wire	trial	goodput_mbps	pump_mbps	bytes_received	duration_s
lxc_lan	1300	iroh	1	1392.9	1407.0329790181397	1758926004	10.102430
lxc_lan	1300	iroh	2	1385.5	1399.6468474098901	1749559504	10.102198
lxc_lan	1300	iroh	3	1361.6	1375.4616892989452	1719328004	10.101504
